,Reviews,#GENERAL,#FEATURE,#PRICE,#CAMERA,#DESIGN#SCREEN
1044,"on top of that the A12, the great camera and you have a clear winner. No wonder it's gonna sell great.",False,True,False,True,False
1045,Incredible phone at this price and comes with an amazing screen,False,False,True,False,True
1046,Im so confuse with display,False,False,False,False,True
1047,it's not worth buying. The pixel density is lower than average on flagship phones with Amoled displays.,False,False,True,False,True
1048,Extremely disappointed with Apple.,True,False,False,False,False
1049,"flagship device with a 720p screen at the end of 2018, what a joke",False,False,False,False,True
1050,Looks like apple is now trying to create a trend where thicker bezel is the new cute design....hehehhe,False,False,False,False,True
1051,750 dollar for a 720p phone lol. apple is living on the loyal sheep they harvested for years.,False,False,True,False,True
1052,i think this is the cheapest phone of apple and reasonable price compare to other phone.,False,False,True,False,False
1053,to me 720p is good enough,False,False,False,False,True
1054,"very good work from apple, there are people who don't care about the display. and to be honest 326ppi in a 6.1 in display is going to be very good.",True,False,False,False,True
1055,720p for 2018 phone is ridiculous,False,False,False,False,True
1056,eagerly waiting iphone XR beast!!!! this iphone will crush all mobiles even XS in each and every dept.,True,False,False,False,False
1057,apple is xr best,True,False,False,False,False
1058,The bezels on this phone are too thick.,False,False,False,False,True
1059,"Xr LCD, one camera, 64 GB, camera bump, NOTCH for 850 euro. NEVER",False,True,True,True,True
1060,I find the iPhone less and less appealing,True,False,False,False,False
1061,I think the iPhone XR is actually this year's best option for (most) people looking to buy a new iPhone this year.,True,False,False,False,False
1062,"The camera on the XR has a larger sensor than the iPhone cameras from last year, but loses the telephoto lens. Still, the larger sensor is a worthwhile trade-off IMO.",False,False,True,False,False
1063,XR is Beast!!!!,True,False,False,False,False
1064,"It has telephoto, but the main camera of X is worse.",False,False,True,False,False
1065,"Xr Camera is same as Xs main camera, and with Smart HDR, it is actually a huge step forward.",False,False,False,True,False
1066,Ridiculos low resoultion,False,False,False,False,True
1067,I love this iPhone. Cool color especially the coral.,True,False,False,False,False
1068,"Much better priced, all I need, bigger screen and better battery life - no choice!. Cant wait",False,True,True,False,False
1069,Wise choice! You'd also get a great audio experience,False,True,False,False,False
1070,No headphone jack - no deal.,False,True,False,False,False
1071,No fingerprint sensor,False,True,False,False,False
1072,No super amoled just lcd,False,False,False,False,True
1073,Only hd,False,False,False,False,True
1074,No bluetooth,False,True,False,False,False
1075,No headphone jack,False,True,False,False,False
1076,No sd card slot,False,True,False,False,False
1077,Notch,False,False,False,False,True
1078,ios is worse than android,True,False,False,False,False
1079,Trash I thought that iphones are the best,True,False,False,False,False
1080,"Face ID is there as a replacement to Touch ID, it may be slightly slower but it is much easier to use, just look at your phone",False,True,False,False,False
1081,Yes but past 300ppi your eye can’t see the individual pixels unless you use your phone at 2cm from your face like an idiot,False,False,False,False,True
1082,"iPhones are good all round phones. If you want a phone that will do what you need, get an iPhone",True,False,False,False,False
1083,"Apple ecosystem works really well together, apples w1 chip for headphones is really convenient and the battery life is best out of the new iPhones",False,True,False,False,False
1084,"Very Big and heavy. If Apple doesnt bring a smaller, lighter phone in the near future, bye bye iPhone. I want a phone with maximum height of 142 cm and no more than 160 gr.",False,True,False,False,False
1085,Got my iPhone XR today and I'm X happy with the phone,True,False,False,False,False
1086,Everyone knows the specs are good. But the price is not justifiable,False,True,True,False,False
1087,At this price I expect a 3500+ mah battery and at least a 1080p screen. It won't kill their profit margins that much... in fact it might increase it,False,True,True,False,True
1088,No xr is trash,True,False,False,False,False
1089,this phone lacks the basics of smartphone no fingerprint sensor no full hd display and no super amoled no micro sd ,False,True,False,False,False
1090,it's camera isn't that gold many phones have better cameras,False,False,False,True,False
1091,The only good think about this phone is software and chipset,False,True,False,False,False
1092,It has a good LCD screen and a small battery,False,True,False,False,True
1093,This phone is very big and heavy. ,False,True,False,False,False
1094,Ugly notch. no fingerprint sensor,False,True,False,False,True
1095,worst phone from apple,True,False,False,False,False
1096,This phone is sadly too big for my hands. Will stay with my iPhone 7 until the 8 or X are cheap used.,False,True,False,False,False
1097,"Simple, compact and hi Tech",True,False,False,False,False
1098,"From the reviews it almost sounded like we would be able to see individual pixels like a supermario game but the display is actually very decent, though the phone is costly overall. ",False,False,False,False,True
1099,it is a 720p display but it is sharp and bright,False,False,False,False,True
1100,"This particular LCD is the best on the market in the history of screen making! This is quite attractive to me, I could complain about pixel density as everyone is doing but I believe is much more appealing to have a screen with low PPI rather than having a 4K screen with color shift value of 10, hard to see outdoors etc",False,False,False,False,True
1101,the bezels are so mich thicker than so many other phones.,False,False,False,False,True
1102,I like the design of the X series,False,False,False,False,True
1103,The screen wasn’t as bad as many said. Got my XR a few days ago and it was a fresh design from my previous 7plus . If I want a very good screen viewing,False,False,False,False,True
1104,"i have to tell you that screen on this guy is amazing.Color is not yellow like on other two its soo well calibrated and is brightest screen i have seen.Plus side is that feels much more fluent and smoother due to lower resolution,and i really dont notice pixel even though i have sharp eyes",False,False,False,False,True
1105,it’s a solid gaming phone with the best iOS battery life..,False,True,False,False,False
1106,A lot of people said bad things to the display but I've found that xr with 826p(326ppi) looks so vibrant than mine even my phone rn is fhd+.I have tried it at apple shop and the display not the best but still looks excellent for me,False,False,False,False,True
